Dec 2010  436.51074  436.51074
Jan 2011  239.28528  239.28528
Feb 2011  165.64569  165.64569
Mar 2011   88.68087   88.68087
Apr 2011   88.79194   88.79194
May 2011   49.81833   49.81833
Jun 2011  258.99100  258.99100
Jul 2011  395.89900  395.89900
Aug 2011  416.17399  416.17399
Sep 2011  760.90405  760.90405
Oct 2011  790.45205  790.45205
Nov 2011  558.28285  558.28285
Dec 2011  316.67041  316.67041

> rainfallforecast$SSE
[1] 24770554

> rainfallforecast2 <- forecast.HoltWinters(rainfallforecast, h=8)
> rainfallforecast2
         Point Forecast     Lo 80     Hi 80      Lo 95    Hi 95
Jan 2012       190.3247 -369.0776  749.7270  -665.2072 1045.857
Feb 2012       190.3247 -436.8321  817.4815  -768.8289 1149.478
Mar 2012       190.3247 -497.9489  878.5983  -862.2989 1242.948
Apr 2012       190.3247 -554.0645  934.7139  -948.1204 1328.770
May 2012       190.3247 -606.2367  986.8861 -1027.9109 1408.560
Jun 2012       190.3247 -655.1958 1035.8452 -1102.7873 1483.437
Jul 2012       190.3247 -701.4711 1082.1205 -1173.5593 1554.209
Aug 2012       190.3247 -745.4608 1126.1102 -1240.8357 1621.485

> Box.test(rainfallforecast2$residuals, lag=20, type="Ljung-Box")

	Box-Ljung test

data:  rainfallforecast2$residuals 
X-squared = 103.0621, df = 20, p-value = 3.553e-13

Predicting 2012 data using arima
2,0,0
Jan 2012       222.2532 -274.3217 718.8280 -537.1925  981.6988
Feb 2012       261.8355 -252.3877 776.0587 -524.6011 1048.2720
Mar 2012       295.0356 -230.4577 820.5288 -508.6370 1098.7081
Apr 2012       309.7303 -218.0026 837.4632 -497.3675 1116.8281
May 2012       318.5182 -210.0016 847.0379 -489.7830 1126.8194
Jun 2012       323.0221 -205.7057 851.7498 -485.5972 1131.6413
Jul 2012       325.5134 -203.2777 854.3045 -483.2028 1134.2296
Aug 2012       326.8394 -201.9697 855.6485 -481.9043 1135.5831

0,0,1
Jan 2012       283.7361 -226.0503 793.5225 -495.9150 1063.387
Feb 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235
Mar 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235
Apr 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235
May 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235
Jun 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235
Jul 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235
Aug 2012       331.7145 -191.0635 854.4926 -467.8055 1131.235

1,1,0
Jan 2012       73.59797  -483.3929  630.5888  -778.2460  925.442
Feb 2012       70.89270  -568.4489  710.2343  -906.8959 1048.681
Mar 2012       72.07349  -692.8774  837.0244 -1097.8180 1241.965
Apr 2012       71.55810  -779.7835  922.8998 -1230.4566 1373.573
May 2012       71.78306  -866.2640 1009.8301 -1362.8362 1506.402
Jun 2012       71.68487  -942.3214 1085.6911 -1479.1039 1622.474
Jul 2012       71.72773 -1014.3045 1157.7600 -1589.2153 1732.671
Aug 2012       71.70902 -1081.2951 1224.7132 -1691.6587 1835.077

0,1,1
         Point Forecast     Lo 80     Hi 80      Lo 95    Hi 95
Jan 2012       187.7067 -369.4961  744.9096  -664.4615 1039.875
Feb 2012       187.7067 -438.2130  813.6265  -769.5549 1144.968
Mar 2012       187.7067 -500.0985  875.5120  -864.2006 1239.614
Apr 2012       187.7067 -556.8579  932.2714  -951.0066 1326.420
May 2012       187.7067 -609.5868  985.0003 -1031.6485 1407.062
Jun 2012       187.7067 -659.0385 1034.4520 -1107.2784 1482.692
Jul 2012       187.7067 -705.7573 1081.1708 -1178.7286 1554.142
Aug 2012       187.7067 -750.1517 1125.5652 -1246.6240 1622.038

